2134	"The Time Machine"	en	1960-08-17	53|12|14|878|10749	false
873	"The Color Purple"	en	1985-12-18	18	false
5924	"Papillon"	en	1973-12-16	80|18	false
696	"Manhattan"	en	1979-04-25	35|18|10749	false
14092	"Kôkaku kidôtai 2.0"	en	2008-07-12	16|878|28	false
343	"Harold and Maude"	en	1971-12-20	18|35|10749	false
62	"2001: A Space Odyssey"	en	1968-04-05	878|9648|12	false
843	"Fa yeung nin wa"	cn	2000-05-22	18|10749	false
119450	"Dawn of the Planet of the Apes"	en	2014-07-11	878|28|18|53	false
961	"The General"	en	1927-01-17	12|18|28|35|10749|10752	false
593	"Солярис"	ru	1972-03-20	18|878|12|9648	false
136	"Freaks"	en	1932-02-20	18|27|53	false
284293	"Still Alice"	en	2014-12-05	18	false
2493	"The Princess Bride"	en	1987-09-18	12|10751|14|35|10749	false
1585	"It's a Wonderful Life"	en	1946-12-30	18|10751|14	false
10681	"WALL·E"	en	2008-06-22	16|10751	false
126319	"Ernest et Célestine"	fr	2012-12-12	10751|16|35|18	false
640	"Catch Me If You Can"	en	2002-12-25	18|80	false
185	"A Clockwork Orange"	en	1971-12-18	18|878	false
613	"Der Untergang"	de	2004-09-16	18|36|10752	false
228150	"Fury"	en	2014-10-17	10752|18|28	false
83666	"Moonrise Kingdom"	en	2012-05-25	35|18|10749	false
317442	"THE LAST -NARUTO THE MOVIE-"	ja	2014-12-06	10749|28|16	false
127380	"Finding Dory"	en	2016-06-17	16|12|35	false
3083	"Mr. Smith Goes to Washington"	en	1939-10-19	18	false
752	"V for Vendetta"	en	2005-12-11	28|53|14	false
37797	"Mimi wo sumaseba"	ja	1995-07-15	16|18|10751	false
2056	"The Station Agent"	en	2003-01-26	18|35	false
49797	"악마를 보았다"	en	2010-08-12	53|27	false
553	"Dogville"	en	2003-05-19	80|18|53	false
17431	"Moon"	en	2009-07-17	878|18	false
679	"Aliens"	en	1986-07-18	27|28|53|878	false
16804	"おくりびと"	ja	2008-09-13	18	false
2108	"The Breakfast Club"	en	1985-02-15	35|18	false
205220	"Philomena"	en	2013-11-27	18	false
11321	"Seven Pounds"	en	2008-12-18	18	false
141	"Donnie Darko"	en	2001-10-26	14|18|9648	false
211387	"Agent Carter"	en	2013-09-23	28|12|878|14	false
5143	"Hannah and Her Sisters"	en	1986-02-07	35|18	false
13398	"東京ゴッドファーザーズ"	ja	2003-12-29	16|18	false
221731	"るろうに剣心 京都大火編"	ja	2014-08-01	28|12|18	false
14574	"The Boy in the Striped Pyjamas"	en	2008-09-12	18	false
1578	"Raging Bull"	en	1980-11-14	18	false
14160	"Up"	en	2009-05-13	16|35|10751|12	false
54138	"Star Trek Into Darkness"	en	2013-05-16	28|12|878	false
111083	"El cuerpo"	en	2012-10-04	53|9648	false
583	"Monty Python's Life of Brian"	en	1979-08-16	35	false
50014	"The Help"	en	2011-08-10	18	false
11906	"Suspiria"	it	1977-02-01	27	false
11645	"乱"	ja	1985-06-01	28|18|36	false
49026	"The Dark Knight Rises"	en	2012-07-20	28|80|18|53	false
11639	"The Dark Crystal"	en	1982-12-17	14	false
6620	"Sabrina"	en	1954-09-22	35|18|10749	false
10193	"Toy Story 3"	en	2010-06-17	16|10751|35	false
348	"Alien"	en	1979-05-25	27|28|53|878	false
38142	"Byousoku 5 Centimeter"	en	2007-03-03	16|18	false
862	"Toy Story"	en	1995-11-21	16|35|10751	false
4808	"Charade"	en	1963-12-05	35|9648|10749|53	false
6977	"No Country for Old Men"	en	2007-11-08	80|18|53	false
33	"Unforgiven"	en	1992-08-07	37	false
7979	"The Kite Runner"	en	2007-10-14	18	false
765	"Evil Dead II"	en	1987-03-13	27|35|14	false
76	"Before Sunrise"	en	1995-01-27	18|10749	false
524	"Casino"	en	1995-11-22	18|80	false
1592	"Primal Fear"	en	1996-04-03	80|18|9648|53	false
340	"Everything is Illuminated"	en	2005-09-16	12|35|18	false
1402	"The Pursuit of Happyness"	en	2006-12-14	18	false
275	"Fargo"	en	1996-04-05	80|18|53	false
9323	"攻殻機動隊"	ja	1995-11-18	16|878|28	false
11324	"Shutter Island"	en	2010-02-18	18|53|9648	false
197	"Braveheart"	en	1995-05-24	28|18|36|10752	false
10494	"Pāfekuto Burū (パーフェクトブルー)"	ja	1997-07-11	16|53	false
108	"Trois couleurs : Bleu"	en	1993-01-10	18|9648|10402	false
51608	"아저씨"	en	2010-08-04	28|80|53	false
193756	"Lone Survivor"	en	2013-12-24	28|18|53|10752	false
4977	"パプリカ"	ja	2006-10-21	16|18|9648|878	false
16	"Dancer in the Dark"	en	2000-05-17	18|80|10402	false
1091	"The Thing"	en	1982-06-25	27|878|9648|53	false
70	"Million Dollar Baby"	en	2004-12-14	18	false
531	"Wallace and Gromit: The Wrong Trousers"	en	1993-12-17	80|16|35|10751	false
5528	"Les choristes"	fr	2004-03-17	18	false
521	"Dial M for Murder"	en	1954-05-29	80	false
703	"Annie Hall"	en	1977-04-19	35|18|10749	false
12405	"Slumdog Millionaire"	en	2008-05-12	18|10749	false
309809	"Le Petit Prince"	fr	2015-12-24	12|14|16	false
1646	"Freedom Writers"	en	2007-01-05	80|18	false
11031	"This Is Spinal Tap"	en	1984-05-04	35|10402	false
293863	"The Age of Adaline"	en	2015-04-24	14|18|10749	false
13932	"Jack-Jack Attack"	en	2005-03-15	16|10751|12	false
925	"Do the Right Thing"	en	1989-06-30	35|80|18	false
262	"The King of Comedy"	en	1983-02-18	35|18	false
229408	"Training Wheels"	en	2013-12-10	35|16|10751	false
1417	"El laberinto del fauno"	es	2006-05-27	14|18|10752	false
244267	"I Origins"	en	2014-07-18	878|18	false
213	"North by Northwest"	en	1959-07-17	9648|53	false
242643	"Batman: Assault on Arkham"	en	2014-08-12	53|16|28|80	false
247	"The Killing"	en	1956-05-20	18|28|53|80	false
38286	"Tre uomini e una gamba"	it	1997-12-27	35	false
14813	"Mickey's Christmas Carol"	en	1983-10-19	10751|16	false
3558	"Girl, Interrupted"	en	1999-12-21	18	false
393	"Kill Bill: Vol. 2"	en	2004-04-15	28|80|53	false
242828	"思い出のマーニー"	ja	2014-07-19	18|16	false
13310	"Låt den rätte komma in"	en	2008-01-26	27|18	false
9479	"The Nightmare Before Christmas"	en	1993-10-09	14|16|10751	false
80	"Before Sunset"	en	2004-02-10	18|10749	false
286192	"Lava"	en	2015-06-19	10751|16	false
138843	"The Conjuring"	en	2013-07-19	27|53	false
37165	"The Truman Show"	en	1998-06-04	35|18	false
140823	"Saving Mr. Banks"	en	2013-12-20	35|18|36	false
10315	"Fantastic Mr. Fox"	en	2009-11-13	12|16|35|10751	false
127373	"What Maisie Knew"	en	2012-09-07	18	false
280	"Terminator 2: Judgment Day"	en	1991-07-01	28|53|878	false
203833	"The Book Thief"	en	2013-11-08	18	false
379	"Miller's Crossing"	en	1990-09-21	18|53|80	false
10435	"Chaplin"	en	1992-12-18	18	false
129670	"Nebraska"	en	2013-05-23	18|12	false
194662	"Birdman"	en	2014-10-17	18|35	false
24	"Kill Bill: Vol. 1"	en	2003-10-10	28|80	false
15371	"Rupan sansei: Kariosutoro no shiro"	ja	1979-12-15	12|16|35	false
304357	"Woman in Gold"	en	2015-04-10	18	false
11036	"The Notebook"	en	2004-06-25	10749|18	false
228205	"The Longest Ride"	en	2015-04-10	18|10749	false
9040	"Serpico"	en	1973-12-05	80|18|36	false
85	"Raiders of the Lost Ark"	en	1981-06-12	12|28	false
14919	"Batman: Mask of the Phantasm"	en	1993-12-25	16|28|12|10751	false
246741	"What We Do in the Shadows"	en	2014-06-19	35|27	false
89	"Indiana Jones and the Last Crusade"	en	1989-05-24	12|28	false
86837	"Amour"	fr	2012-12-19	18|10749	false
7984	"In the Name of the Father"	en	1993-12-12	18	false
64956	"Inception: The Cobol Job"	en	2010-12-07	16|28|53|878	false
938	"Per qualche dollaro in più"	it	1965-12-18	37	false
5925	"The Great Escape"	en	1963-07-04	12|18|36|53|10752	false
2649	"The Game"	en	1997-09-12	18|53|9648	false
8290	"La Grande Vadrouille"	fr	1966-12-07	35|10752	false
308639	"Dope"	en	2015-06-19	18|35	false
41411	"La Rafle"	en	2010-03-10	18|36|10752	false
10191	"How to Train Your Dragon"	en	2010-03-05	14|12|16|10751	false
228194	"The Hundred-Foot Journey"	en	2014-08-08	18	false
269	"À bout de souffle"	fr	1960-03-16	80|18	false
587	"Big Fish"	en	2003-12-10	12|14|18	false
575	"Das Experiment"	de	2001-03-07	18|53	false
4348	"Pride & Prejudice"	en	2005-09-16	18|10749	false
80184	"La cara oculta"	en	2011-09-16	53|9648	false
12429	"崖の上のポニョ"	ja	2008-07-19	16|10751	false
47931	"Tropa de Elite 2"	pt	2010-10-08	18|28|80	false
228326	"The Book of Life"	en	2014-10-17	10749|16|12|35|10751|14	false
949	"Heat"	en	1995-12-15	28|80|18|53	false
745	"The Sixth Sense"	en	1999-08-02	9648|53|18	false
9539	"Martyrs"	en	2008-09-03	27|18|53	false
627	"Trainspotting"	en	1996-02-23	18|80	false
256962	"Little Boy"	en	2015-04-23	35|18|10752	false
239571	"The Best of Me"	en	2014-10-17	18|10749	false
872	"Singin' in the Rain"	en	1952-04-10	35|10402|10749	false
763	"Braindead"	en	1992-08-13	27|35	false
14756	"葉問"	cn	2008-12-12	18|28|36	false
1700	"Misery"	en	1990-11-29	27|53	false
51241	"Les amours imaginaires"	fr	2010-05-16	18|10749	false
13475	"Star Trek"	en	2009-05-07	878|28|12	false
117	"The Untouchables"	en	1987-06-02	80|18|36|53	false
235	"Stand by Me"	en	1986-08-07	80|18	false
249688	"The End of the Tour"	en	2015-07-31	18	false
212778	"Chef"	en	2014-05-09	35	false
705	"All About Eve"	en	1950-10-13	18	false
922	"Dead Man"	en	1995-05-26	18|14|37	false
157354	"Fruitvale Station"	en	2013-07-26	18	false
10386	"The Iron Giant"	en	1999-08-06	12|14|16|878|10751	false
156022	"The Equalizer"	en	2014-09-26	53|28|80	false
244	"King Kong"	en	1933-03-02	28|12|18|27|53	false
576	"The Wild Bunch"	en	1969-06-17	12|37	false
260	"The 39 Steps"	en	1935-06-01	28|53|9648	false
304410	"La Famille Bélier"	fr	2014-12-17	35|18|10402	false
198277	"Begin Again"	en	2014-06-27	35|10402|10749|18	false
45269	"The King's Speech"	en	2010-09-06	18|36	false
10795	"Ne le dis à personne"	fr	2006-11-01	18|53|80|9648	false
297270	"Tinker Bell and the Legend of the NeverBeast"	en	2015-03-03	12|16|10751	false
100	"Lock, Stock and Two Smoking Barrels"	en	1998-03-05	35|80	false
3078	"It Happened One Night"	en	1934-02-22	35|10749	false
334	"Magnolia"	en	1999-12-08	18	false
7735	"Die Welle"	de	2008-03-11	18|53	false
11327	"Midnight Express"	en	1978-10-06	18|80	false
453	"A Beautiful Mind"	en	2001-12-12	18|10749	false
322	"Mystic River"	en	2003-10-07	53|80|18|9648	false
46838	"Tucker and Dale vs Evil"	en	2010-01-22	35|27	false
12	"Finding Nemo"	en	2003-05-30	10751|16	false
301	"Rio Bravo"	en	1959-03-17	18|10749|37	false
79120	"Weekend"	en	2011-09-22	18|10749	false
9394	"Lo chiamavano Trinità..."	it	1970-12-22	28|35|37	false
31175	"Soul Kitchen"	de	2009-09-09	18|35	false
24428	"The Avengers"	en	2012-05-04	878|28|12	false
2011	"Persepolis"	en	2007-06-27	16|18	false
3034	"Young Frankenstein"	en	1974-12-15	35|878	false
152584	"La vie d'Adèle - Chapitres 1 et 2"	fr	2013-10-09	10749|18	false
55	"Amores perros"	es	2000-06-16	18|53	false
638	"Lost Highway"	en	1997-01-15	18|53|9648	false
11778	"The Deer Hunter"	en	1978-12-08	18|10752	false
9800	"Philadelphia"	en	1993-12-22	18|9648	false
16320	"Serenity"	en	2005-09-30	878|28|12|53	false
272	"Batman Begins"	en	2005-06-15	28|80|18	false
9428	"The Royal Tenenbaums"	en	2001-10-05	35|18	false
54551	"Banana"	en	2010-12-13	16|35|10751	false
15362	"L'ennemi public n°1"	en	2008-11-19	28|53|80|18	false
996	"Double Indemnity"	en	1944-04-24	18|9648|53	false
1580	"Rope"	en	1948-08-23	80|18|9648|53	false
273895	"Selma"	en	2014-12-25	36|18	false
7249	"Futurama: Bender's Big Score"	en	2007-11-27	16|35|878	false
76589	"Justice League: Doom"	en	2012-02-28	16|28|53	false
910	"The Big Sleep"	en	1946-08-23	80|18|9648|53	false
947	"Lawrence of Arabia"	en	1962-12-10	12|18|36|10752	false
162	"Edward Scissorhands"	en	1990-12-05	14|18|10749	false
